Origin,Exact source,Cell_Type,Geneset_Enrichment,hs_protein,hs_gene,hs.total.genes,mm_protein,mm_gene,mm.total.genes,DOI
C8,M43606,T cell,GAUTAM_EYE_IRIS_CILIARY_BODY_CYTOTOXIC_T_CELLS,,PRXL2C;LINC00513;LINC01857;ANKZF1;APOBEC3G;ARPC1B;BAIAP3;TMEM273;RAB5IF;CD86;ADGRE5;CDC40;ADA2;CENPM;COMMD6;CYP20A1;DBF4;DLEU1;DMXL1;DOP1B;DR1;EBP;ELOF1;WASHC2A;SINHCAF;CIAO2A;FGD3;GATA2;GCA;RACK1;GRIPAP1;HADH;HDAC10;HIBCH;H2AC18;HMGB1;HSP90AB1;IDI1;IRAK2;KLHL6-AS1;LAX1;LINC00996;LRBA;MAP4K2;MCOLN2;MITD1;MOB4;NAA50;NME1-NME2;NPAT;NR2C2AP;NRROS;PCED1B;PEA15;PKHD1L1;PPP1CA;PPTC7;RASSF5;RBM38;RCOR3;RNF168;RPL35;RPL5;S1PR4;SEPTIN1;SETDB2;SLC17A9;SLC2A6;SNX10;SS18L2;SSNA1;STK10;STK38;SYNGR1;TBRG1;THUMPD1;TIFA;TLK2;TMEM19;TMEM63A;TPT1;TRAPPC10;TRIM4;UBE2E2;USP48;ZNF107;ZNF138,87,,,,
C8,M39193,T cell,HAY_BONE_MARROW_CD8_T_CELL,,CD99;IL32;FYN;RNF19A;ARAP2;TNFRSF9;TNIP3;SYNE2;PRDM1;CHI3L2;JMJD6;PPP2R5C;PTPRC;LAG3;RGS1;GZMH;RASAL3;MFSD10;CRTAM;ATG2A;CLEC2B;IFNG;GZMK;SRSF7;CXCR4;HERPUD2;ATP8A1;PPDPF;PTPN22;CCNH;KIF21A;KLRG1;GUK1;PTPN7;LYAR;ITGB1;UBC;PARP8;JAKMIP1;NR4A2;CD8A;GBP5;SLA;DUSP2;SON;SLAMF6;CAPN2;STK17A;TTC16;ENC1;CD8B;CXCR6;ZNF683;MSC;F2R;TIGIT;TENT5C;SH2D1A;TPRG1;KIF19;MT1F;MIAT;TRGC2;PATL2;LINC02937;TMA7;HLA-B;LINC01871;LINC00987;A2M-AS1;CCL5;LINC03057;TRG-AS1,73,,,,
C8,M39204,NK,HAY_BONE_MARROW_NK_CELLS,,CFLAR;ITGAL;AGK;MATK;TKTL1;STARD3NL;RUNX3;OSBPL5;PRKCH;SH2D2A;MYOM2;USP28;CASP8;TSPAN32;IDI1;PDZD4;RASSF1;SIRT2;TGFBR3;RNF126;NFATC3;STK10;LLGL2;TBX21;TXK;TTC38;GTF3C1;CST7;SDF4;BZW1;ABCB1;TMED2;PTPN4;PXN;YPEL3;NDUFB2;CERS4;PSME1;TINF2;IL12RB1;CIRBP;NDUFB7;YPEL1;MAPK1;SUN2;APOBEC3H;IL2RB;MLC1;GZMB;DHRS7;SLA2;NFATC2;APMAP;MYL12A;CORO1A;USB1;CYB5B;HMOX2;NCALD;KLHDC4;KIR3DX1;TBCB;FSD1;LIM2;NKG7;VIPR2;AKNA;PLEKHA1;RGS9;PFN1;RNF167;DDX5;RAB5C;SLC9A3R1;CTSC;ZBTB16;DDX6;BIN2;ARHGDIB;GNPTAB;KLRB1;HDDC2;CYB561D2;CBLB;ZAP70;ACTR3;GNLY;IL18RAP;ID2;WIPF1;SCP2;FBXO6;C1orf21;RAB29;CD160;FASLG;RSRP1;RPS6KA1;MYL12B;PYROXD2;PILRB;POLR3GL;SASH3;CD244;SEPTIN7;ADGRE5;OPTN;ARHGAP9;ZBP1;TBCC;IRF1;PTGER2;KIR2DL1;DSTN;HCST;PRDX5;PLEKHG3;TPST2;RAC2;SLC44A2;ABHD17A;ACTN4;SSBP4;EIF3G;SHFL;SYNE1;RBM39;CAP1;RAMP1;RAP1GAP2;PTPRA;RBM38;PLAAT4;MED10;PRPF38B;TSPAN2;KLRD1;KLRC1;OSTF1;CEMIP2;HAVCR2;CCNJL;TES;PRR5L;CCDC102A;CHST12;AOAH;ARPC5L;FGFBP2;SYTL2;GCHFR;STAT4;ITGB7;VPS37B;RHOF;GPR65;MCTP2;TCF25;SKAP1;RNF165;ERBB2;MIEN1;MYO1F;EFHD2;SYTL1;PRKACB;CD53;XCL1;XCL2;C1orf56;CTDSP1;ARL6IP5;GZMA;GFOD1;PPP1R18;EBP;IL2RG;DOK2;CEP78;PAXX;DGKZ;NCAM1;GRIK4;FEZ1;COMMD7;KLRF1;PRSS23;PIP4K2A;SCLT1;ADAM8;CYRIB;LPCAT1;AK5;PITPNC1;SLFN13;PPP2R2B;UBE2L6;B3GNT7;DHRS1;PAFAH2;AUTS2;RNF166;ZNF276;MRPL10;ADGRG5;SPON2;CCDC107;G6PD;ITGB2;DIP2A;ST6GALNAC6;PCSK7;CCDC12;IER2;DMKN;SLC1A7;JAK1;DHRS3;HENMT1;DENND2D;ARPC2;EOMES;PYHIN1;IFI16;SHISA5;SAMD3;SYTL3;ZMAT4;PLEKHF1;B2M;TSC22D4;PDIA3;GNGT2;CERCAM;MVD;LAIR2;KIR3DL1;TMIGD2;CD320;CDK2AP2;CD300A;TOX-DT;POLR2G;NAALADL1;DDIT4;PTGDR;POLR2J3;CX3CR1;TAP1;SIGLEC7;ADRB2;CLIC3;LDB2;TRAPPC1;LGALS9B;STX8;KRT86;COMMD5;PDGFD;TADA3;HOPX;NMUR1;LGALS9C;BPGM;CTSW;CFL1;BNC2;CD7;RNF213;CTBP2;CHST2;GK5;TBC1D10C;UCP2;YES1;PLAAT3;BOK;DTX3;SELENOW;PRF1;S1PR5;CXCR2;FCRL6;TSEN54;MOB2;CAPN12;FHL3;ASCL2;PRKX;UBE2F;MAFF;CIB1;SIGIRR;IFITM2;PDE6G;MYBL1;IFITM1;LAMP1;GSAP;GNG2;BTN3A2;ARHGAP30;PRR5;TNFRSF18;RPS19BP1;CMC1;ARL4C;SBK1;KIR2DL4;LITAF;ZNF600;MMP23B;NCR1;SPTSSB;HSH2D;TLE1;FUT11;ANXA6;DTHD1;IGF2R;LRP10;MIB2;IRF1-AS1;GZMM;CDC42SE1;MBP;SH2D1B;CALM1;CD247;SELENOT;TOX;NCR3;HLA-C;HLA-E;HLA-F;PSMB10;ADGRG1;KLRC2;HLA-A;TRGC1;TRGV9;TRDC;SIPA1;HEXA;CLIC1;CPNE1;APOL6;MIR181A2HG;TAPBP;SIDT1-AS1;TFAP2E-AS1;APOBEC3G;PSMB9;ERICH6-AS1;SMKR1;KIR3DL2;ARPC4;KIR2DL3;APOBEC3C;LINC02481;LINC02384;MMP25-AS1;MIR142HG;RASSF5;LINC02084;LINC01138;MLLT6;CCL4;LINC00869;CCL3;CISD3,371,,,,
C8,M39202,T cell,HAY_BONE_MARROW_NAIVE_T_CELL,,NIPAL3;MCUB;RHBDD2;ST3GAL1;RPS20;TRAF3IP3;TTC19;CD6;PLEKHB1;APBA2;SH3YL1;USP36;TRAF1;EIF4B;RPL18;CNN2;DGKA;ANKRD44;FAM107B;CLEC2D;RORA;AP3M2;PABPC1;MGAT4A;RPL31;ACAP1;ARHGAP15;PAG1;ICAM3;ARHGEF1;IL4R;P2RY10;ITM2A;TCF7;FYB1;CYLD;RPS5;RPL6;SIRPG;FXYD5;GRAMD1A;DDX24;ZBTB25;FLT3LG;CREM;ABLIM1;TECR;SEC14L2;PIK3IP1;RPL3;TNRC6B;STK4;SMCHD1;RNF125;ANKRD12;VSIG1;PIM2;PCSK1N;CD40LG;RGCC;TRADD;USP10;RBL2;EIF3E;EEF1D;LEPROTL1;TLE5;C19orf53;IL27RA;RPS16;RPS19;NOP53;RPL18A;LSR;PBX4;ZC3HAV1;NMRK1;GATA3;SPOCK2;CCSER2;RPL28;RPL19;CYTH1;INPP4B;RPL34;SC5D;CD5;CARS1;RPS13;CD69;IL23A;DUSP16;CDKN1B;SLC38A1;LDHB;ADTRP;RIPOR2;RPS12;B3GAT2;CCR6;PHF1;ITK;SELENOK;CRBN;RPL24;FOXP1;EEF1B2;RPS15;PASK;AAK1;RPL22;CD2;CD48;RCAN3;RPS25;TNFAIP3;YPEL5;ELF1;EPHX2;RPL21;MTERF4;RPL5;ODF2L;LYPD3;RPS10;SEPTIN6;SH2D3A;SNRPD2;CCR7;SBDS;BCL11B;COX7C;HELB;KLF2;SNRPN;RPL36;ZNF331;RPL27;NDFIP1;TMEM204;DNAJB1;PATJ;TPT1;GIMAP4;BTG1;SARAF;REG4;RPS15A;IL2RA;TUT4;ETS1;BICDL1;TESPA1;GCC2;TBC1D4;BIN1;C9orf78;RPL35;SIT1;RPS6;G3BP2;CNOT6L;LEF1;CD27;FBLN5;LINS1;HAPLN3;RPS2;TOB1;TMC6;RNF157;RPL13A;NOSIP;RPL11;RPS8;ITPKB;GALM;EML4;RPS27A;FBLN7;NBEAL1;RPL32;OCIAD2;RPS3A;RPL37;PIK3R1;TNFAIP8;PNRC1;SCML4;RPL10;CHMP7;NSD3;RPL7;EIF3H;ZEB1;ADD3;RPS3;ATM;FAU;ARID5B;ANK3;FAM177A1;PDE3B;NMT2;CAMK4;ZFP36L2;TMEM123;CD96;PRKCA;TNIK;WNT7A;OXNAD1;RPL30;EEF1A1;FBXO32;EIF4A2;SUSD3;TSC22D3;LDLRAP1;CPA5;CDC42SE2;BTG2;THEM4;RGL4;UBASH3A;PRMT2;MPZL3;CD3G;U2AF1L4;SLC25A45;RPL29;CMPK1;CFAP36;PBXIP1;SSR2;TRAT1;ICOS;RPL9;SFMBT1;SERINC5;ACSL6;SFXN1;RPS14;DYNLT3;AQP3;RPL36AL;TC2N;MOAP1;ANAPC16;APBB1;RIC3;RPL27A;SLFN5;AKTIP;FAM102A;CD3D;RPL13;KRT1;TMC8;RPSA;SF1;TTC39C;RHOH;STAT3;IL7R;NSG1;CHD3;ATP6V0E2;JUNB;FAM241B;PTGER4;GPR82;BCL2;RPS21;RPS7;MAL;ORMDL3;ISG20;IL16;RASGRP1;THEMIS;CORO1B;RPL38;LRRN3;EIF1;PLK3;RPL4;RESF1;GPR171;CCDC57;PHLDB3;GCNT4;RPLP2;ANXA2R;RPS27;ZC3H12D;CD28;GIMAP7;PCED1B;SEPTIN1;ARHGAP45;ZNF101;P2RY8;SHISAL2A;TSHZ2;SATB1;RPS17;CRIP2;LCK;RPL35A;SMDT1;PPP1R2;TSPYL2;MAML2;BEX5;NELL2;SEPTIN9;ANO9;NSMCE3;SOCS1;RASA3;BLOC1S4;RPS23;TNFRSF4;TRABD2A;FNBP1;PP7080;COMMD6;RPL14;TMEM63A;MPHOSPH8;SUPT3H;EVL;TOMM7;ARID5A;GSTK1;STMN3;DPP4;RPS26;MDS2;RPL12;RPS4X;SFI1;SVIP;RPL23A;RPL10A;CD3E;RPL39;TCEA3;SNHG32;TRBC1;TRBC2;LINC01089;GIMAP1;LBH;GPSM3;LAT;RPS29;GALT;TNFRSF25;TSTD1;VAMP2;FXYD7;CUTALP;LTB;ITPKB-AS1;HECW2-AS1;RPL41;EPHA1-AS1;RPS18;ANKRD44-AS1;LINC-PINT;MHENCR;CHRM3-AS2;LINC00513;RPS28;HIPK1-AS1;LINC00402;MORC2-AS1;RPL36A;MTFP1;N4BP2L2;LINC00861;LINC02273;LINC01550;LACTB2-AS1;PRKCH-AS1;LINC02762;MALAT1;LINC02446;LINC02361;PARP11-AS1;KRT73-AS1;SRSF8;NCMAP-DT;TTC39C-AS1;RPL17;SNHG8;LINC03049;ENSG00000271858;DCTN6-DT;RAB33B-AS1;NEFL;TRAC;,404,,,,
C8,M45764,T cell,HE_LIM_SUN_FETAL_LUNG_C4_CD4_T_CELL,,ACTN1;ARMH1;BACH2;CCR7;CD4;CD40LG;CD5;CD6;CHI3L2;CSGALNACT1;CTSL;EPHX2;FCGRT;FHIT;FKBP5;GPR183;ICOS;IL6ST;INPP4B;LIMS2;LINC01550;LRRN3;MAL;PASK;RAB25;RCAN3;SERINC5;SIT1;SOCS3;SUSD3;THEMIS;TMEM204;TRAT1,33,,,,
C8,M45766,T cell,HE_LIM_SUN_FETAL_LUNG_C4_CD8_T_CELL,,A1BG;ACTN1;ARMH1;BACH2;CCR7;CD248;CD5;CD79A;CD8B;CHI3L2;CLEC11A;CPNE2;DBN1;FAM117B;FBLN2;GBP1;IGFBP2;JUP;LDLRAP1;LIMS2;LINC01550;LINC02446;LRRN3;LYPD3;MAL;MEOX1;NELL2;NPDC1;NT5E;PAK1;PASK;PCNT;PECAM1;PRKAR1B;RCAN3;S100B;SERINC5;SERPINF1;SGK1;SIRPG;SIT1;SPINT2;SREBF1;STMN3;THEMIS;TMEM204;TOB1;TRABD2A;YBX3,49,,,,
C8,M41752,T cell,RUBENSTEIN_SKELETAL_MUSCLE_T_CELLS,,ABRACL;ACTR3;APRT;ARHGDIB;ARL6IP5;ARPC1B;ATP5MG;BTF3;BTG1;C1orf56;SNHG32;CD2;CD37;CD3D;CD3E;CD3G;CD44;CD48;CD52;CD69;CD7;CDC42SE1;COMMD6;CORO1A;COTL1;COX7C;CRIP1;CUTA;CXCR4;CYBA;EEF1A1;EEF1B2;EEF1D;EIF1;EIF2S2;EIF3D;EIF3E;EIF3F;EIF3H;EIF3L;EMP3;ERP29;ETS1;EVL;FAU;FXYD5;FYB1;GIMAP4;NOP53;GMFG;RACK1;HCST;HINT1;HMGN1;HNRNPA1;HSPA8;IER2;IL2RG;IL32;IL7R;ISG20;JUNB;LAPTM5;LCK;LDHB;LEPROTL1;LIMD2;LTB;NOSIP;NPM1;OCIAD2;OST4;PABPC1;PFDN5;PFN1;PLAC8;PLP2;PPP1R2;PPP2R5C;PRKCQ-AS1;PTPRC;PTPRCAP;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL14;RPL15;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL22;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL36A;RPL36AL;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL7A;RPL8;RPL9;RPLP0;RPLP1;RPLP2;RPS10;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS18;RPS19;RPS2;RPS20;RPS21;RPS23;RPS24;RPS25;RPS26;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS4X;RPS4Y1;RPS5;RPS6;RPS7;RPS8;RPS9;RPSA;RPSAP58;RSL1D1;RSL24D1;SELL;SERP1;SH3BGRL3;SLFN5;SNHG8;TMA7;TMEM123;SARAF;TMSB4X;TOMM7;TPT1;TRAF3IP3;TSC22D3;UBA52;UBE2D2;UQCRB;UXT;ZFAS1;ZFP36L2,181,,,,
C8,M41683,T cell,TRAVAGLINI_LUNG_CD4_MEMORY_EFFECTOR_T_CELL,,ARHGAP15;BCL11B;CAPN2;CCR6;CD2;CD28;CD3D;CD3E;CD40LG;CD5;CD52;CD6;CD96;CDC14A;CLEC2D;CNN2;CORO1A;CRIP2;CTLA4;ETS1;EVL;GIMAP7;GPR183;GSTK1;HINT1;HLA-A;HNRNPLL;HSPA8;ICAM3;ICOS;IFITM1;IL10RA;IL2RG;IL32;IL7R;INPP4B;ITGB1;ITK;LCK;LDHB;LEF1;LINC00892;MIAT;PBXIP1;PCED1B-AS1;PRDM1;RASGRP1;RCAN3;RORA;RPL13A;RPL23A;RPS27;RPS29;RPS3;SARAF;SEPTIN1;SIT1;SKAP1;SLAMF1;SLC38A1;SLFN5;SPOCK2;SUSD3;SYNE2;TMEM123;TNFRSF25;TRADD;TRAF3IP3;TRAT1;TTC39C;TXNIP,71,,,,
C8,M41684,T cell,TRAVAGLINI_LUNG_CD4_NAIVE_T_CELL,,AAK1;ABLIM1;ADTRP;TLE5;AQP3;BCL11B;CCR7;CD27;CD3D;CD3E;CD6;CHMP7;CMPK1;DGKA;DPP4;EEF1A1;EPHX2;FAM102A;FCMR;FHIT;GIMAP4;GIMAP7;IFITM1;IL32;IL6ST;IL7R;INPP4B;ITK;LCK;LDHB;LDLRAP1;LEF1;LINC00861;MAL;MYC;NDFIP1;NELL2;NOSIP;NPM1;OXNAD1;PASK;PCED1B;PCED1B-AS1;PIK3IP1;PIM1;PIM2;PRKCA;PRKCQ-AS1;RCAN3;RPL10;RPL10A;RPL11;RPL12;RPL13;RPL13A;RPL13AP5;RPL14;RPL15;RPL18;RPL18A;RPL19;RPL23;RPL23A;RPL24;RPL26;RPL27;RPL27A;RPL28;RPL29;RPL3;RPL30;RPL31;RPL32;RPL34;RPL35;RPL35A;RPL36;RPL37;RPL37A;RPL38;RPL39;RPL4;RPL41;RPL5;RPL6;RPL7;RPL8;RPLP0;RPLP1;RPLP2;RPS12;RPS13;RPS14;RPS15;RPS15A;RPS16;RPS19;RPS2;RPS20;RPS21;RPS23;RPS27;RPS27A;RPS28;RPS29;RPS3;RPS3A;RPS5;RPS6;RPS7;RPS8;SARAF;SATB1;SELL;SEPTIN1;SERINC5;SNHG3;SNHG5;SPOCK2;STMN3;SUSD3;TC2N;TCF7;TESPA1;THEM4;TMC8;TNFRSF25;TRABD2A;TRAF3IP3;TRAT1;TXK;TXNIP,132,,,,
C8,M41681,T cell,TRAVAGLINI_LUNG_CD8_MEMORY_EFFECTOR_T_CELL,,CCL5;CD3D;CD3G;CD8A;CD8B;CDC42SE2;CMC1;CXCR6;DUSP2;FYN;GZMK;IKZF3;IL32;IL7R;LINC00861;MALAT1;PIP4K2A;PRDM1;PYHIN1;RPL23A;RPL30;RPL31;RPS14;RPS25;RPS27;RPS29;SH2D1A;SYNE2;TC2N,29,,,,
C8,M41682,T cell,TRAVAGLINI_LUNG_CD8_NAIVE_T_CELL,,AAK1;ABHD17A;ADGRG1;TLE5;AKNA;ANXA6;APMAP;APOBEC3G;ARL4C;ARPC5L;B2M;BCL11B;BIN1;BTN3A1;BTN3A2;C12orf75;C1orf21;IRF1-AS1;CALM1;CAPN2;CCL5;CCND2;CCND3;CD2;CD3D;CD3E;CD3G;CD7;CD8A;CD8B;CD96;CDC25B;CDC42SE2;CHST12;CMC1;CNOT6L;CRTAM;CST7;CTSW;CX3CR1;EMB;EOMES;ETS1;F2R;FCRL6;FGFBP2;FYN;GFI1;GNG2;GNLY;GZMA;GZMB;GZMH;GZMM;HCST;HLA-A;HLA-B;HLA-F;IFITM1;IKZF3;IL10RA;IL12RB1;IL32;ISG20;ITGAL;ITGB2;ITK;KLF2;KLRD1;KLRF1;KLRG1;LAG3;LCK;LSP1;LYAR;MALAT1;MATK;MBP;MIAT;MYL12A;MYO1G;NKG7;OPTN;PFN1;PIP4K2A;PLEKHF1;PPP2R5C;PRDM1;PRF1;PRKACB;PRKCH;PRSS23;PTGDR;PTP4A2;PTPN4;PYHIN1;RAB27A;RAP1B;PLAAT4;RASAL3;RNF125;RORA;RPL23A;RPL27A;RPS27;RPS3;RPS4Y1;RUNX3;S1PR4;S1PR5;SAMD3;SEPTIN1;SH2D1A;SH2D2A;SIGIRR;SKAP1;SLA2;SLAMF6;SLC9A3R1;SLFN5;SPN;SPOCK2;SPON2;SSBP4;STAT4;SUN2;SYNE1;SYNE2;SYNGR1;SYTL3;TBC1D10C;TBX21;TC2N;TGFBR3;TIGIT;TOB1;TPST2;TRG-AS1;TSEN54;TTC38;TUBA4A;ZAP70;ZBTB38;ZFP36L2,144,,,,
C8,M39116,NK or NKT,AIZARANI_LIVER_C12_NK_NKT_CELLS_4,,ALOX5AP;BAG3;BTG2;BTN3A1;CACYBP;CCL5;CD247;CD3E;CD69;CD7;CMC1;CST7;DNAJA1;DNAJA4;DNAJB1;DUSP2;EOMES;GNLY;GZMA;GZMK;HSP90AA1;HSPA1A;HSPA1B;HSPA6;HSPA8;HSPD1;HSPH1;IFITM1;IFNG;IKZF3;IL2RB;IL2RG;ITGAL;KLRB1;KLRD1;KLRF1;KLRK1;LCP1;NKG7;PTPRC;PYHIN1;RAC2;RUNX3;STK17A;SYTL3;TRGC1;TXK;TXNIP;WIPF1,49,,,,
C8,M39120,NK or NKT,AIZARANI_LIVER_C18_NK_NKT_CELLS_5,,ADGRE2;AIF1;ALOX5;ANXA1;APOBEC3A;AREG;ATP2B1;ATP6V1B2;BAG3;BCL2A1;C1orf162;C3AR1;C5AR1;CCDC88A;CCL3L3;CCR1;CD163;CD37;CD83;CEBPB;ADA2;CLEC7A;COTL1;CPVL;CSF1R;CST3;CTSS;CXCL8;CYBB;DNAJA1;DNAJB1;EVI2B;FCER1G;FCGR2A;FCGR3A;FCN1;FGD4;FGL2;FGR;FPR1;FTH1;GADD45B;GPR183;MACROH2A1;HBEGF;HCK;HCLS1;HK3;HLA-DMA;HLA-DPA1;HLA-DPB1;HLA-DQB1;HLA-DRA;HSP90AA1;HSP90AB1;HSPA1A;HSPA1B;HSPA6;HSPB1;HSPD1;HSPH1;IER3;IER5;IGSF6;IL1B;IRAK3;ITGAX;JARID2;KCTD12;KLF2;KLF4;LAPTM5;LILRB1;LILRB2;LILRB3;ATP2B1-AS1;LST1;LYN;LYZ;MAFB;MARCHF1;MNDA;MPEG1;MS4A7;NCF1;NCF2;NPC2;P2RX7;PABPC4;PHACTR1;PLAUR;PLEK;PMAIP1;POU2F2;PSAP;PTK2B;PTPN6;PTPRE;RAB31;RGS2;RILPL2;RNASE6;RNF144B;S100A11;S100A8;S100A9;SAMHD1;SAT1;SCIMP;SGK1;SLC11A1;SLC7A7;TET2;TGFBI;TLR2;TNFAIP2;TNFRSF1B;TYROBP;VCAN;VIM;ZEB2,121,,,,
C8,M39105,NK or NKT,AIZARANI_LIVER_C1_NK_NKT_CELLS_1,,ADGRE5;ADGRG1;AKNA;ALOX5AP;APOBEC3C;APOBEC3G;ARHGAP25;ARHGAP30;ARHGAP9;ARHGDIB;ARL4C;ATM;B2M;BCL11B;BIN2;BTG1;BTN3A1;CBLB;CCL5;CCR5;CD2;CD247;CD3D;CD3E;CD3G;CD44;CD48;CD53;CD7;CD8A;CD8B;CD96;CELF2;CLEC2D;CMC1;CNOT6L;CORO1A;CST7;CTSW;CXCR4;CXCR6;CYFIP2;CYTIP;DENND2D;DUSP2;EMB;EOMES;ETS1;EVL;FCMR;FCRL6;FLNA;FYB1;FYN;GCSAM;GIMAP7;GNLY;GZMA;GZMB;GZMH;GZMK;GZMM;HCST;HLA-A;HLA-B;HLA-C;HLA-F;ARHGAP45;HOPX;IFITM1;IKZF1;IKZF2;IKZF3;IL2RB;IL2RG;IL32;IPCEF1;ISG20;ITGAL;ITGB2;RESF1;KLRD1;KLRF1;KLRG1;KLRK1;LCK;LCP1;LNPEP;LYST;MAPK1;MBP;MIAT;MLLT6;NKG7;NLRC5;PARP8;PCED1B-AS1;PDE7A;PIK3IP1;PIK3R1;PIP4K2A;PPP1R18;PPP2R5C;PRDM1;PRF1;PRKACB;PRKCB;PRKCH;PRKCQ;PTP4A2;PTPN22;PTPRC;PTPRCAP;PVRIG;PYHIN1;RAC2;PLAAT4;RASAL3;RASSF5;RBM38;RGS1;RPL23A;RPL27A;RPL30;RPS27;RPS29;RPS3;RPSA;RUNX3;SASH3;SEMA4D;SH2D1A;SH2D2A;SH3BGRL3;SH3KBP1;SLA;SLAMF6;SLAMF7;SLC38A1;SLFN5;STK10;STK17A;STK4;SYTL3;TBC1D10C;TBX21;TIGIT;TMC8;TMSB4X;TNFRSF1B;TRAC;TRBC1;TRBC2;TRGC1;TXNIP;WIPF1;ZFP36L2,157,,,,
C8,M39107,NK or NKT,AIZARANI_LIVER_C3_NK_NKT_CELLS_2,,ADGRE5;CRYBG1;AKNA;JAML;ANXA1;ARHGDIB;ARL4C;B2M;BCL11B;BCL2;BTG1;CAMK4;CD2;CD3D;CD3E;CD3G;CD40LG;CD44;CD48;CD52;CD53;CD6;CD69;CD8A;CD96;CELF2;CLEC2D;CNOT6L;CORO1A;CXCR4;CXCR6;CYTIP;DGKA;DUSP2;EMB;ERN1;ETS1;FNBP1;FYB1;FYN;GATA3;GBP5;GIMAP7;GPR171;GZMA;GZMK;HLA-B;HLA-F;IKZF1;IKZF3;IL18RAP;IL2RG;IL32;IL7R;INPP4B;ITK;JUNB;RESF1;KLRB1;KLRG1;LAPTM5;LCK;LCP1;LTB;LTK;MDFIC;MYBL1;P2RX5;PAG1;PARP8;PBXIP1;PCED1B-AS1;PDCD4;PIK3IP1;PIP4K2A;PRDM1;PRF1;PTGER2;PTGER4;PTPRC;PTPRCAP;RAC2;RASGRP1;RHOH;RORA;RPL10;RPL10A;RPL13;RPL13A;RPL17;RPL18;RPL18A;RPL19;RPL21;RPL23A;RPL27;RPL27A;RPL28;RPL30;RPL32;RPL34;RPL35A;RPL37;RPL39;RPL41;RPLP1;RPLP2;RPS10;RPS12;RPS14;RPS15A;RPS17;RPS18;RPS19;RPS2;RPS20;RPS25;RPS26;RPS27;RPS27A;RPS29;RPS3;RPS3A;RPS6KA3;RPSA;RUNX2;RUNX3;S100A4;SARAF;SATB1;SCML4;SEMA4D;SESN1;SIRPG;SLA;SLAMF6;SLC38A1;SLC4A10;SLFN5;SPOCK2;STK17B;STK4;SYNE2;TAGAP;TC2N;TCF7;THEMIS;TMSB4X;TNFAIP3;TNFAIP8;TOMM7;TRAC;TRAT1;TRBC1;TRBC2;TRGC1;TSC22D3;TXNIP;WIPF1;ZC3HAV1;ZFP36L2;ZNF90,162,,,,
C8,M39109,NK or NKT,AIZARANI_LIVER_C5_NK_NKT_CELLS_3,,ADGRE5;AKNA;ALOX5AP;AOAH;AREG;ARHGAP9;ARHGDIB;ARPC5L;BIN2;BTG1;BTN3A1;CBLB;CCL3L3;CCL4;CCL4L2;CCL5;CCND2;CD160;CD2;CD247;CD3E;CD53;CD69;CD7;CD96;CELF2;CMC1;CNOT6L;CORO1A;CST7;CTSW;CXCR4;CXCR6;CYTIP;DENND2D;DUSP2;EOMES;ETS1;FCER1G;FCMR;FYB1;FYN;GFOD1;GNG2;GNLY;GNPTAB;GZMA;GZMB;GZMK;HCST;HLA-F;IFITM1;IFNG;IKZF1;IKZF3;IL2RB;IL2RG;IPCEF1;ITGAL;ITGB2;KLRB1;KLRC1;KLRD1;KLRF1;KLRK1;LCP1;MAPK1;MCTP2;MYBL1;NCAM1;NCR1;NKG7;NR4A2;PARP8;PDE7A;PFN1;PIK3IP1;PIK3R1;PIP4K2A;PITPNC1;PLEK;PRDM1;PRF1;PRKACB;PRKCH;PTGER4;PTPN22;PTPN4;PTPRC;PTPRCAP;PVRIG;PYHIN1;RAC2;PLAAT4;RASA2;RASSF5;RNF125;RPS27;RUNX3;S1PR5;SASH3;SH2D1A;SH2D1B;SLA;SLAMF6;SLAMF7;SLC38A1;SLFN5;SPON2;SRGN;STK17A;SYK;SYTL3;TAGAP;TIGIT;TOX;TRBC2;TRDC;TRGC1;TSC22D3;TXK;TYROBP;WIPF1;XCL1;XCL2;ZFP36L2,126,,,,
